,r2,rmse,strain,closest_strain,distance,ith
368,-0.34313181545348415,1.1589356390470906,PP,EL,0.59653341,7.0
369,-0.4823380737037173,1.2175130692126876,PP,BI,0.6240247,8.0
370,-0.6106975966759516,1.2691326158742975,PP,CF,0.63116425,9.0
371,-2.3098914024050963,1.8193106943029638,PP,EC,0.63709169,10.0
372,-0.31596010106909667,1.1471530416945666,PP,PAg3,0.63763166,11.0
373,-0.42619315990974527,1.1942332937536786,PP,LA,0.6406182,12.0
374,-0.43173007897626725,1.1965492380074716,PP,RP1,0.64273024,13.0
375,-0.49202701651195113,1.2214855776929747,PP,KA,0.64335036,14.0
376,-0.4522316899831065,1.205085760426656,PP,RP2,0.64585572,15.0
377,-0.15720257855641173,1.0757335072202643,PP,PAl,0.66762724,16.0
378,-0.3353482953607039,1.1555727131430154,PP,SF1,0.71261899,17.0
379,-0.1559795721529238,1.0751649046322695,PP,EA,0.71895417,18.0
